id	TARGET-40-0A4HLD-01A	TARGET-40-0A4HMC-01A	TARGET-40-0A4HX8-01A	TARGET-40-0A4HXS-01A	TARGET-40-0A4HY5-01A	TARGET-40-0A4I0Q-01A	TARGET-40-0A4I0S-01A	TARGET-40-0A4I0W-01A	TARGET-40-0A4I3S-01A	TARGET-40-0A4I42-01A	TARGET-40-0A4I48-01A	TARGET-40-0A4I4M-01A	TARGET-40-0A4I4O-01A	TARGET-40-0A4I5B-01A	TARGET-40-0A4I65-01A	TARGET-40-0A4I6O-01A	TARGET-40-0A4I8U-01A	TARGET-40-0A4I9K-01A	TARGET-40-PAKFVX-01A	TARGET-40-PAKXLD-01A	TARGET-40-PAKZZK-01A	TARGET-40-PALECC-01A	TARGET-40-PALFYN-01A	TARGET-40-PALHRL-01A	TARGET-40-PALKDP-01A	TARGET-40-PALKGN-01A	TARGET-40-PALWWX-01A	TARGET-40-PALZGU-01A	TARGET-40-PAMEKS-01A	TARGET-40-PAMHLF-01A	TARGET-40-PAMHYN-01A	TARGET-40-PAMJXS-01A	TARGET-40-PAMLKS-01A	TARGET-40-PAMRHD-01A	TARGET-40-PAMTCM-01A	TARGET-40-PAMYYJ-01A	TARGET-40-PANGPE-01A	TARGET-40-PANGRW-01A	TARGET-40-PANMIG-01A	TARGET-40-PANPUM-01A	TARGET-40-PANSEN-01A	TARGET-40-PANVJJ-01A	TARGET-40-PANXSC-01A	TARGET-40-PANZHX-01A	TARGET-40-PANZZJ-01A	TARGET-40-PAPIJR-01A	TARGET-40-PAPKWD-01A	TARGET-40-PAPNVD-01A	TARGET-40-PAPWWC-01A	TARGET-40-PAPXGT-01A	TARGET-40-PARBGW-01A	TARGET-40-PARDAX-01A	TARGET-40-PARFTG-01A	TARGET-40-PARGTM-01A	TARGET-40-PARJXU-01A	TARGET-40-PARKAF-01A	TARGET-40-PASEBY-01A	TARGET-40-PASEFS-01A	TARGET-40-PASFCV-01A	TARGET-40-PASKZZ-01A	TARGET-40-PASNZV-01A	TARGET-40-PASRNE-01A	TARGET-40-PASSLM-01A	TARGET-40-PASUUH-01A	TARGET-40-PASYUK-01A	TARGET-40-PATAWV-01A	TARGET-40-PATEEM-01A	TARGET-40-PATJVI-01A	TARGET-40-PATKSS-01A	TARGET-40-PATMIF-01A	TARGET-40-PATMPU-01A	TARGET-40-PATMXR-01A	TARGET-40-PATPBS-01A	TARGET-40-PATUXZ-01A	TARGET-40-PAUBIT-01A	TARGET-40-PAUTWB-01A	TARGET-40-PAUTYB-01A	TARGET-40-PAUUML-01A	TARGET-40-PAUVUL-01A	TARGET-40-PAUXPZ-01A	TARGET-40-PAUYTT-01A	TARGET-40-PAVALD-01A	TARGET-40-PAVCLP-01A	TARGET-40-PAVDTY-01A	TARGET-40-PAVECB-01A
ATF4	6.13693576	6.899924825	6.184526278	6.939365	6.942120349	7.230117	6.483864135	5.848082063	6.830668579	7.89038893	6.546662993	6.634574392	7.503504573	6.871716767	6.17783	6.536207	6.938796244	6.327287	7.475077	5.843916028	6.591532818	7.385919331	6.594036409	6.955538323	6.653056	7.831364254	6.652731704	7.041566072	5.858010844	6.42135965	7.740057311	6.958604912	7.066825423	7.343289666	7.216648	6.488367	6.489135065	6.986447	6.735442296	6.824560394	5.657334172	5.616537082	7.210366459	6.511850675	6.375906526	7.216769135	6.786155	6.79448085	7.475543	6.696855	6.43583525	7.076849794	7.190609922	6.325855891	6.94936334	7.33821313	7.00478114	7.871336054	6.247578187	6.191580416	7.03609227	6.418574525	6.421798916	6.830426472	6.185824929	7.327683772	7.123728266	6.324704413	5.900395893	7.362231	7.294118015	6.984567705	6.434673259	7.638511939	7.138296378	6.70860111	7.244476106	5.788897089	7.603459443	5.785861759	6.279261414	6.305225	5.914007141	6.964753255	6.282213671
ATF5	4.22747155	4.091555981	4.652153748	5.14867	5.194674131	4.079728	3.550949903	3.535045149	5.562019514	4.125477531	5.335876233	4.095882235	3.705458217	3.86246131	4.140869	5.259276	3.139665945	4.135223	4.67428	3.845148782	3.372771053	3.951727656	4.225205509	3.522796497	2.933799	6.122968764	4.433206514	3.894672274	2.668845283	3.697128821	3.640539953	3.755058478	4.553292914	4.059017755	2.59211	4.658526	3.424223407	3.44832	3.824024424	3.051720116	4.540163694	3.65729701	3.893439877	4.377838671	3.473981682	3.94858216	4.585918	4.44289043	3.777283	4.276199	3.516204299	5.703676599	4.400865778	3.390543879	4.507173038	3.688773432	4.852533255	4.570614722	3.564780555	4.049613344	3.672085844	3.800692862	4.255568712	5.060855862	4.450828541	3.970577602	4.144356418	3.630661741	3.285594565	4.396934	3.078746447	3.43023174	3.063951558	4.564378169	3.183470634	3.981962221	5.069689279	3.873724626	2.243577691	2.418081978	3.838457678	3.281194	3.983887427	3.245191393	3.361473615
ATM	2.1770567	1.857941196	2.06253622	1.847315	2.225737653	2.374761	2.381726359	1.989792978	2.711803236	2.50217782	1.914143517	1.469156632	1.97258238	2.155457815	1.34551	2.0644	1.965285603	2.212351	0.7012385	3.992478413	2.510151758	1.469156632	1.632733526	1.074710934	1.953191	0.702923453	1.371056968	1.782198856	2.284810223	2.159467729	2.251082803	1.812251765	1.172103428	2.498940132	1.757578	1.525568	1.776103988	1.166523	1.499169814	2.170854439	2.077482289	2.399471909	1.613201587	1.120683709	1.429374937	1.653885489	1.942721	2.78575977	1.500547	2.10054	1.783917573	2.549693811	2.200378798	1.744979109	1.184788084	3.070973158	2.234838503	1.879235246	1.594070757	1.795683841	2.814386355	2.583182079	1.942007714	1.036257149	1.969638629	2.77519807	2.075258784	2.590003117	2.404385446	1.91127	2.521452826	2.222464554	2.083553787	3.133004488	1.486559928	1.992840926	2.307836502	2.592229776	2.283329168	2.133300476	1.293311622	2.200347	1.915291428	1.844827514	1.866907978
ATP6V0D1	3.38172636	3.843089417	3.457699345	3.266832	2.960215134	2.555227	3.628505325	3.090955025	3.457502364	3.655157166	4.718317783	4.309932851	3.428450626	3.581568177	3.947367	3.204188	3.445885582	3.571822	3.967362	2.627326676	3.655695287	4.315515512	4.030953992	4.076191363	3.077534	4.72629719	4.60378062	4.272053058	2.654825034	3.394678761	4.283536607	3.966781131	3.437320968	3.078063256	3.115283	4.310413	3.688068431	3.775188	3.0900743	2.983130425	3.789656228	3.360476653	3.550666762	4.471519151	3.398117747	3.755186697	3.952986	3.24965771	4.390372	4.63439	3.773806484	3.021426425	3.904917564	5.078058985	3.53743275	3.856039513	3.789812702	3.327126846	4.439117773	2.905620465	4.135206499	3.443818797	3.367804368	3.655981439	3.939903564	3.860128514	3.50958184	4.374239644	3.543607236	4.555908	3.582531918	2.859273866	3.467188168	3.313042641	3.998285782	3.705425039	3.366238273	2.521955279	3.061689806	2.883640365	3.712848863	3.456556	3.272202395	4.145824162	2.739416093
ATP6V1D	4.11683881	4.389146882	3.263815654	2.801966	3.065331038	2.562597	4.638270818	3.256331365	3.603383032	3.61799192	2.918596135	3.6927731	3.682146268	3.332937028	3.49325	3.654401	3.233612008	3.588073	4.630493	2.798465321	3.247228776	3.968496309	3.655168618	3.511910749	3.718197	3.259588866	4.16832914	4.056791594	3.058662839	3.889716892	3.25758396	4.321668386	3.122672719	4.287487071	3.841812	4.287103	3.899997307	4.079668	2.943058639	3.160952448	3.549780048	4.04764308	3.488193632	4.57625002	3.045093438	4.102574154	2.946544	3.58677675	4.140918	4.461993	3.197362184	3.715750631	3.287546172	4.096818445	3.212818326	3.801169005	3.367329126	3.296501458	4.141678015	2.856846292	3.610700062	3.603193101	3.956391259	2.759177144	3.932335242	3.970402742	4.661669803	4.81028371	3.537966932	3.494748	3.771072117	3.170966572	4.520221074	3.840765337	2.896504367	3.462746007	3.594202166	2.97585026	3.421856128	3.882281108	2.93743856	3.186611	3.617404283	3.634349314	2.785948049
AURKB	3.61084177	2.974492602	4.229872435	1.847556	4.59868082	3.460546	1.557042415	3.364698488	2.833962778	4.116073593	3.09528308	4.720294884	5.424821338	4.020839967	4.74028	2.013248	5.270887703	2.283122	3.346205	2.883601267	3.9074964	3.603335551	5.474536633	9.068870693	2.751292	6.473394045	4.116206704	3.832636888	2.884656526	3.152086046	4.71718836	3.670047179	4.072654641	3.027879464	4.036037	3.456675	3.435561925	2.865186	2.651912745	3.46383168	3.367930141	2.491160436	3.309612772	4.85379609	3.754043011	4.842325198	3.527809	3.74762371	4.824763	2.609046	2.858458498	3.315769086	2.995755847	4.268209797	2.457357894	3.377193175	3.811429928	3.787369774	3.669537063	2.39583057	3.47052385	3.587437004	3.257448189	6.374523097	4.01235413	4.989756654	3.96344638	3.251900838	3.133415566	6.078349	3.38849265	3.50523039	4.634023977	2.545078762	5.25730109	5.219122044	3.591344313	3.276690203	4.662763781	3.681179367	5.562291277	4.168955	3.003332381	6.22202977	2.228695575
AURKC	0.84975912	0.634779111	0.513591806	0.4568061	0.324465006	0.3345683	0.553851968	0.368153711	2.888071052	1.030336078	0.665665638	0.349818172	0.931758688	0.801903615	0.3022898	0.4792306	2.662524544	0.5096452	2.741575	0.128689329	0.46320392	0.788769222	0.25821739	1.347212086	1.692293	0.514097005	0.391437798	0.715190517	0.301236441	0.237196574	0.870108218	0.613154428	0.097610797	0.392427338	0.1576905	2.229865	0.42320165	0.6314303	1.689388627	0.40740714	1.281549893	0.395501575	2.629123438	0.702568896	1.403322266	0.589571754	0.3021728	2.38277791	0.4625759	0.8143453	0.57956636	1.06474492	0.705845234	0.189919418	0.35038409	1.22125843	0.347665656	0.492929907	0.87570144	0.264236151	0.412076939	1.796680808	0.693587315	0.778124452	0.398569276	0.285816472	0.760859637	0.808590988	0.140516919	0.5033487	2.070251922	0.775851231	0.286289758	1.14912927	0.234010733	0.48398341	0.355805639	0.539431811	1.49487638	0.60473557	0.125254339	1.619976	0.316145742	0.244521774	0.82374936
AXIN2	1.54799265	1.933572638	1.904117959	1.963696	1.519743173	2.495491	0.530869798	1.12631213	2.362357667	1.186246986	1.490416098	2.217758057	1.16986088	2.336254819	1.543298	2.827413	1.39533705	0.3328511	0.8172139	3.623609382	1.186183586	1.37534532	0.963104155	0.842536405	1.289126	1.207018226	1.539878428	1.181802255	1.368209598	1.484705299	1.252294541	1.272859292	0.542406646	1.330501035	2.484963	2.155004	2.201696586	1.425996	2.864116795	2.274738753	2.933836982	2.729922505	1.40457619	0.678883193	1.797428082	1.341871921	0.5203468	1.96325215	1.10333	1.449271	0.448055168	1.417217927	0.873734468	1.584722032	2.730183438	0.814345335	1.556552036	2.349195406	2.370973302	2.174278571	0.786178129	1.400319323	1.802648189	1.017066724	1.371949104	1.292546188	1.503806661	3.100674953	1.787223484	1.356876	1.009777122	1.2450088	0.827412574	1.628400336	2.473189452	2.310427378	0.519139283	3.533077385	0.644410078	1.724170021	1.108156418	3.47804	1.000504855	2.383441646	1.39758394
BBS1	0.43701462	0.562474458	0.692070051	0.3353689	0.991680562	0.6698432	0.853356969	0.441908364	0.618238656	0.520648536	0.50984783	0.317188278	0.460061021	0.440314402	0.2319239	0.2235461	0.59454855	0.3968171	0.2811938	0.679333711	0.351176003	0.253626278	0.40152125	0.491596594	0.587269	0.217727042	0.454807592	0.372060582	0.416407409	0.439463568	0.368712484	0.319502329	0.557091444	0.344601283	0.3156822	0.2715452	0.21673422	0.1849785	0.580724376	0.728486533	0.641453546	0.785676089	0.686971077	0.174406419	0.229218742	0.682663182	0.625925	1.07970237	0.4972291	0.4680098	0.425781539	0.535356259	0.50650039	0.27727066	0.202887833	0.381394132	0.631057706	0.784922702	0.351515261	0.320195821	0.387472834	0.687060688	0.54912698	0.523361219	0.337311477	0.554637964	0.681943947	1.194717463	0.713167903	0.2088918	0.599508236	0.544782105	0.364684482	0.813114191	0.882134349	0.631523406	0.473838853	0.849518948	0.246347277	0.607768235	0.848557846	0.346418	0.641361056	0.426640478	0.703898038
BBS2	1.52732061	1.657685732	1.533114772	1.609329	1.240924865	1.70146	2.421936895	1.253989266	1.319675733	1.280778192	1.692739629	1.558806401	1.011638756	1.292310588	1.314813	1.708099	2.879882172	1.770406	1.575264	2.612517638	1.442014566	1.485632912	1.358565054	1.55173748	1.459589	1.119289768	1.754203396	1.738724609	1.475344337	1.481608943	0.92865457	1.247927513	0.75411786	1.529621079	2.170117	2.22333	1.276556218	1.442174	1.465086379	2.36907557	1.513793907	1.680549409	2.101784524	1.741315967	1.205079666	1.526018717	1.87633	2.70028434	1.502534	1.314986	0.677711186	1.321524084	1.423578171	1.998484374	0.879078371	1.068808367	1.392427338	3.009418839	1.834428069	1.228418528	1.346361256	1.072654641	1.480058269	1.528221229	1.652601218	1.655397628	2.618191662	2.655283127	1.325386415	1.105544	1.310863584	1.221134668	1.93512025	1.263334936	1.978342089	1.82659933	0.62564456	1.057762173	0.446573853	1.362385723	1.793562995	1.195474	1.100843124	0.811799812	0.9509909
BBS4	2.25779513	2.008809555	2.532267081	2.115067	1.664118707	2.080828	2.442465835	2.289834465	2.70838591	2.062156259	1.60767356	2.595073939	3.249581867	3.771431364	1.522709	2.223453	1.845188935	1.59579	1.978818	1.57104572	2.382362913	1.847275379	2.082498227	1.930434576	2.529846	2.034039594	2.298482366	1.879392103	1.953861194	2.591775147	2.490929476	2.43956995	1.542654272	1.572113556	2.90246	1.383718	1.793854276	2.215958	1.659650603	1.836328134	2.666961054	3.047939663	2.482719235	2.065606776	1.408222729	2.404903122	2.521955	3.36221738	2.565232	2.552057	1.158724796	2.045967111	1.729965997	2.071728352	2.47511083	2.211946682	2.808323264	2.601530133	2.35735494	2.108424092	1.918386234	2.029488224	2.557115958	2.705601978	2.312607093	3.04027876	2.444136957	2.344970488	1.53645083	2.454202	2.06253622	2.161339515	2.0721058	1.821220391	2.540151292	2.318403617	1.948152272	2.602979398	2.016924144	1.936402378	3.483248259	3.370931	1.454017925	2.633245194	2.26095904
BBS5	1.0522072	1.595599137	1.981158532	1.88534	1.860843644	1.452806	1.326652391	1.340847077	2.135797512	1.119289768	2.414649723	1.836489726	2.235175606	1.523762665	1.395173	1.452912	1.515964702	1.689657	0.7229031	2.011424075	1.235788319	1.178364082	1.226816765	1.698885209	0.5598344	1.741143355	1.112766845	0.831066511	1.807354922	1.82289327	0.639324789	1.05046687	1.178746506	0.95836015	0.6733755	0.8866672	1.393690764	0.5684213	0.948750342	1.745323396	1.239764627	1.393580945	1.222742748	0.881273061	1.45691126	1.771801084	1.119223	1.69220399	1.733615	1.790438	0.85630849	1.161307264	0.97717	1.371112743	1.221567789	1.273754579	1.575505968	1.995412156	1.164721928	1.697284537	1.341188772	0.996894866	1.19704759	1.249809382	1.367315146	1.557679659	1.17280751	2.199248307	1.757407345	1.191626	1.235665798	1.056930288	1.168770384	0.836893627	1.989756654	1.539828811	1.501158859	2.330615763	1.697195558	0.704163719	1.816435871	1.794603	1.921779063	0.807684643	1.741445413
BBS7	2.22838774	1.310456462	1.59779335	1.901881	1.932212389	2.052172	2.122871469	2.098823768	2.046246574	2.818012017	1.712771842	2.069083442	2.523436499	2.197236355	1.648926	2.078746	1.841087511	1.731053	1.800496	2.165944088	2.292104407	1.958285901	1.501413667	1.944408705	2.656908	1.239336935	2.024000464	2.151761422	2.334768477	1.760987341	1.519239949	2.040261223	1.746957642	2.116031993	2.182184	1.908928	1.909926676	1.722597	1.601934173	1.93119136	2.309670974	2.364516404	2.152215875	2.277151611	2.268703863	1.918767849	1.923187	2.75037068	2.589308	1.990047	1.723864324	1.747000624	2.154777612	1.655214423	1.528621325	2.490929476	1.883425316	3.057831475	2.019666336	2.188780698	2.045512867	1.867303454	2.040892431	2.107252652	2.041453272	2.321726103	1.820852914	1.59139219	1.894487967	2.357158	2.302728475	1.99095486	2.307137042	2.214497868	1.954084614	1.494825191	1.414893223	2.210731729	2.326968712	1.417542007	1.048026882	1.99852	1.690506493	1.608525406	1.477573719
BCAS2	3.01090513	4.740598411	4.892148128	4.619431	4.786387261	4.481525	4.175628388	3.669298946	5.347679828	5.278906588	4.994602351	5.004496898	4.882990232	5.700373131	4.668028	4.866443	5.097294751	4.687397	5.542908	5.074372704	5.201347646	4.648804793	4.620944108	4.977293663	5.174658	4.192430912	5.506259176	5.649517743	4.891375439	4.677981734	5.094265633	5.004591277	5.28943612	5.777735312	5.529359	5.217712	5.077802704	5.379874	4.794145498	4.986046802	5.097374823	5.1969296	4.907159874	5.878117143	5.540582188	4.591775147	5.932371	4.98316692	5.303934	4.873464	5.071436619	5.08514418	5.037228455	5.090569774	4.988743757	4.619682977	4.885183866	5.885447464	5.253838032	4.55546648	5.46286377	5.979700703	5.629677183	5.853426838	5.418999465	6.158837876	5.844573962	5.744798863	4.57119745	5.661145	5.812926863	5.597152723	5.380258446	5.422814941	5.294400193	4.500451532	4.784205572	4.817459538	4.688946832	4.644052383	3.873222616	6.006671	4.716316016	4.357298631	3.605909114
BCCIP	3.30691839	3.548485947	2.980098439	3.065624	3.611266825	2.733506	2.822261068	2.215430102	4.032911911	2.956465606	2.43445476	3.647222395	2.559981194	3.322130058	2.51997	2.922578	3.162435641	2.277747	3.544881	3.525943572	3.112082894	2.717254176	2.583230227	3.729705026	3.523436	3.266831507	2.768290207	4.071728352	3.485697307	1.96842258	3.385969359	2.839314663	4.753438737	2.925353858	3.067243	3.453452	2.795372147	3.078866	2.480782124	3.918605675	2.934384398	2.413594082	3.593736208	3.456096453	3.071556751	3.276585994	3.956763	3.93960272	3.863314	3.647349	3.781464633	3.381726359	3.84858789	4.557851176	2.588756604	3.148364721	2.94446493	4.743638832	3.161855443	2.403594951	3.308579308	3.057554246	3.531306594	4.020582206	3.259347822	3.454583897	4.825856845	3.918472107	3.299947954	3.637007	3.884422091	3.797012978	3.118326499	3.406999173	3.334882866	3.472357793	3.256799329	2.422555956	2.979604681	3.050501697	3.528471302	3.223175	3.389883399	3.320585764	2.198242682
BCL2L1	3.68133681	4.699501661	3.968210588	3.749534	3.578999076	3.857513	5.007370444	3.05154612	3.263725532	4.781826547	4.57105179	4.897216219	3.933449891	4.29581117	4.207042	3.027543	3.907640602	3.874689	4.081766	3.666711152	3.841711519	4.251915982	4.70014005	5.130449068	4.076474	4.597674185	3.673952093	4.93017434	3.048061768	3.481195593	3.125237805	4.107143827	3.507566328	3.917336273	3.044062	3.408821	3.467696836	4.294069	3.290763509	3.711825257	3.44888774	3.4387852	4.456208187	4.862550576	3.445978253	4.292244319	4.258413	5.52307261	4.265429	4.988716	3.771505316	3.313158765	3.818318858	3.858120283	2.809558501	3.709279606	4.167237484	4.296941895	3.886550147	3.306830922	3.598460492	3.792969847	3.402476614	4.939560409	4.121794577	4.401473465	4.171935358	5.272896606	3.465047186	4.006576	4.18657979	4.166321783	3.86563183	3.978772226	3.809846571	4.314544273	3.2601913	3.061793475	3.834124635	3.934771239	3.189951036	2.981012	3.91246784	2.993384526	4.000522882
BICD1	1.44705016	1.337939394	1.799667584	0.6989296	1.103598348	0.730053	1.415001431	1.109494291	1.460270761	1.807767062	1.216299645	1.062950609	1.180848029	1.678567746	1.126048	1.354396	1.865206197	1.36261	1.258579	2.202135581	1.151014509	1.154842407	0.999061943	0.998412162	1.953749	0.863304159	1.431729921	1.252476214	1.067638717	1.794769348	0.871212824	2.114133776	1.316493338	1.766849545	1.193709	1.359409	1.237257771	1.413323	1.004896843	1.092207438	1.128689329	1.263575315	0.789186704	0.923871774	0.801075859	1.558953302	1.909159	1.78818454	1.74932	0.8347921	0.939452275	2.4918018	1.577295882	1.834549424	1.754759257	1.749233898	1.191183609	1.117695043	1.259362888	1.271903706	1.889161996	2.343692069	1.76994096	1.00992041	1.37133582	1.610511092	1.25918208	1.893711677	1.157173094	1.602552	1.794187097	1.695904755	1.885925722	2.142772841	1.350610395	1.354621415	1.011638756	1.127567251	0.957766051	1.298658316	0.568615877	1.690819	0.665028868	0.631150858	1.252778952
BICD2	3.42579496	3.140500559	3.206299387	3.625773	3.676933079	3.333381	3.786941313	3.428075375	2.3822799	3.103816525	3.174869771	3.420010724	3.941322323	3.684706549	2.73907	3.499489	3.784305049	3.339779	2.691132	3.988639247	3.594667973	3.05378907	2.774038509	2.707303908	3.686601	3.528796332	3.413282656	3.685659877	4.083213368	3.16576726	3.144601146	3.790500986	3.061309622	3.414108465	3.01382	3.786	3.507807323	2.813319	3.027791019	3.401671421	4.197692434	3.696105128	3.570207887	3.344899494	2.96556267	3.450406276	3.589752	3.11027971	2.612989	2.572744	2.788435148	2.818646083	2.75236325	3.74750556	3.70261322	3.487872183	3.52565548	3.618191662	3.503781224	2.949572284	4.03231247	3.799108034	3.938935	2.154323965	3.410001831	3.544658479	2.906024719	3.783854729	3.65250944	3.214824	3.962835868	3.161694235	3.96474979	3.243074944	3.715838472	3.374065718	2.524565221	5.045879767	3.519491583	3.135600535	2.89902091	4.023238	3.315667662	3.647844053	3.702834822
BIRC6	2.43317312	2.184661154	2.508935662	2.796224	2.250991882	2.555276	2.361431504	2.551220681	2.339679007	2.537594268	2.742997858	2.077619008	2.459877474	2.902131479	2.409988	2.652945	1.917889984	2.861638	1.823831	2.675951389	3.087513759	2.209515751	3.106013238	1.953451501	3.206893	1.965063911	4.442094212	2.467018572	2.99870099	2.301587647	1.989211685	2.828854955	1.94373383	2.468791822	2.871075	3.316479	2.735912042	1.857702	2.200064862	2.110229592	5.823285708	2.732030359	6.980788502	2.295958068	2.341046409	2.572598675	3.019239	3.09890796	2.527696	2.625504	2.042539283	3.26270375	2.631546688	3.01451598	2.11216632	3.52339886	2.556552036	3.506563861	2.256406854	2.55198351	3.339009076	2.703455127	2.682708122	1.785257589	2.531643461	3.354635518	2.656565014	2.495874209	2.192541381	2.326336	2.822301864	3.103010784	2.844646769	3.116780603	2.382335243	2.357608304	1.719271073	3.187435218	2.009777122	2.624919711	2.558463573	2.809044	2.036010922	1.677169939	2.573350287
BIRC7	1.35940872	1.113567157	0.508124361	0.03576465	0.778124452	0.1798932	0.091801369	0.028710586	0.785173874	0.918615215	2.195001058	0.021337583	1.678477606	0.323888827	0.3151025	0.09031147	0.460375619	0	0.196607	0	0.097610797	1.390777727	0.492929907	0.033511102	0.2677156	0	0.203138497	0.192699178	0.109694865	0.547647242	0.040261223	0.223793216	0.335368915	0.176322773	0.009347172	1.1137	0.114633549	1.22657	0.876251712	0.015782997	0.067914014	0.361543798	0.314058409	0.366140336	0.158466295	1.374955996	0	0.3222743	0	0.4476321	0.121811151	0.466966384	0.028852006	0.061983516	0.214124805	0	0.110897723	2.352871496	0.23388806	0	0.137503524	0.190551652	0.249141903	0.044464067	0.179256247	0.268913416	0.223916751	0.418459838	0.125783332	1.99628	0.140124224	0.263755573	0.208017755	0.472071799	1.394788497	0.654068863	0.215367972	0.123401336	0.166201253	0.420940456	0.104873377	0	0.018206857	0.518031493	0.112900262
